Year,Month,Country,CountryCode,Continent,Population ,Unemployment rate total,Unemployment rate men,Unemployment rate women,Unemployment rate 14-24yo,Unemployment rate 14-24yo men,Unemployment rate 14-24yo women,Unemployment rate 25-75yo,Unemployment rate 25-75yo men,Unemployment rate 25-75yo women,CovidDeath,CovidCases,Recent graduates employment rate total (20-34yo),Recent graduates employment rate men,Recent graduates employment rate women
2020,6,Tanzania -  United Republic of,TZA,Africa,5.9734213E7,,,,,,,,,,0,0,,,
2020,1,Tanzania -  United Republic of,TZA,Africa,5.9734213E7,,,,,,,,,,0,0,,,
2020,2,Tanzania -  United Republic of,TZA,Africa,5.9734213E7,,,,,,,,,,0,0,,,
2008,10,Luxembourg,LUX,,,5.2,,,18.7,,,4.1,,,,,,,
2008,11,Luxembourg,LUX,,,5.2,,,18.6,,,4.2,,,,,,,
2008,12,Luxembourg,LUX,,,5.3,,,18.6,,,4.2,,,,,,,
2010,10,Denmark,DNK,,,,,,,,,,,,,,81.8,83,80.5
2020,7,Tanzania -  United Republic of,TZA,Africa,5.9734213E7,,,,,,,,,,0,0,,,
2010,12,Denmark,DNK,,,,,,,,,,,,,,81.8,83,80.5
2020,8,Tanzania -  United Republic of,TZA,Africa,5.9734213E7,,,,,,,,,,0,0,,,
2010,11,Denmark,DNK,,,,,,,,,,,,,,81.8,83,80.5
2020,9,Tanzania -  United Republic of,TZA,Africa,5.9734213E7,,,,,,,,,,0,0,,,
2009,1,Turkey,TUR,,,,,,,,,,,,,,58.1,64.7,51.4
2009,3,Turkey,TUR,,,,,,,,,,,,,,58.1,64.7,51.4
2009,2,Turkey,TUR,,,,,,,,,,,,,,58.1,64.7,51.4
2009,5,Turkey,TUR,,,,,,,,,,,,,,58.1,64.7,51.4
2009,4,Turkey,TUR,,,,,,,,,,,,,,58.1,64.7,51.4
2009,7,Turkey,TUR,,,,,,,,,,,,,,58.1,64.7,51.4
2009,6,Turkey,TUR,,,,,,,,,,,,,,58.1,64.7,51.4
2009,9,Turkey,TUR,,,,,,,,,,,,,,58.1,64.7,51.4
2009,8,Turkey,TUR,,,,,,,,,,,,,,58.1,64.7,51.4
2020,8,Costa Rica,CRI,America,5094114.0,,,,,,,,,,205,15690,,,
2020,9,Costa Rica,CRI,America,5094114.0,,,,,,,,,,243,23634,,,
2020,6,Costa Rica,CRI,America,5094114.0,,,,,,,,,,2,852,,,
2020,7,Costa Rica,CRI,America,5094114.0,,,,,,,,,,18,5881,,,
2021,10,Luxembourg,LUX,Europe,626108.0,5.1,4.7,5.5,14.7,15.6,13.7,4.2,3.8,4.8,5,2731,,,
2020,1,Costa Rica,CRI,America,5094114.0,,,,,,,,,,0,0,,,
2021,12,Luxembourg,LUX,Europe,626108.0,,,,,,,,,,26,9143,,,
2021,11,Luxembourg,LUX,Europe,626108.0,,,,,,,,,,12,4887,,,
2020,4,Costa Rica,CRI,America,5094114.0,,,,,,,,,,2,526,,,
2020,5,Costa Rica,CRI,America,5094114.0,,,,,,,,,,6,203,,,
2020,2,Costa Rica,CRI,America,5094114.0,,,,,,,,,,0,0,,,
2020,3,Costa Rica,CRI,America,5094114.0,,,,,,,,,,2,134,,,
2021,8,Palau,PLW,Oceania,18092.0,,,,,,,,,,0,0,,,
2021,9,Palau,PLW,Oceania,18092.0,,,,,,,,,,0,3,,,
2021,6,Palau,PLW,Oceania,18092.0,,,,,,,,,,0,0,,,
2021,7,Palau,PLW,Oceania,18092.0,,,,,,,,,,0,0,,,
2021,1,Palau,PLW,Oceania,18092.0,,,,,,,,,,0,0,,,
2021,4,Palau,PLW,Oceania,18092.0,,,,,,,,,,0,0,,,
2021,5,Palau,PLW,Oceania,18092.0,,,,,,,,,,0,0,,,
2021,2,Palau,PLW,Oceania,18092.0,,,,,,,,,,0,0,,,
2021,3,Palau,PLW,Oceania,18092.0,,,,,,,,,,0,0,,,
2014,11,Slovenia,SVN,,,9.7,,,19.1,,,9.0,,,,,70.1,76.8,63.9
2021,12,Comoros,COM,Africa,869595.0,,,,,,,,,,3,221,,,
2014,12,Slovenia,SVN,,,9.6,,,19.1,,,8.9,,,,,70.1,76.8,63.9
2021,11,Comoros,COM,Africa,869595.0,,,,,,,,,,0,155,,,
2014,10,Slovenia,SVN,,,9.7,,,19.1,,,9.0,,,,,70.1,76.8,63.9
2007,8,France,FRA,,,8.0,,,19.9,,,6.5,,,,,,,
2007,9,France,FRA,,,7.8,,,19.8,,,6.4,,,,,,,
2021,10,Comoros,COM,Africa,869595.0,,,,,,,,,,0,69,,,
2007,4,France,FRA,,,8.2,,,21.7,,,6.7,,,,,,,
2007,5,France,FRA,,,8.1,,,21.4,,,6.6,,,,,,,
2007,6,France,FRA,,,8.0,,,20.9,,,6.5,,,,,,,
2007,7,France,FRA,,,8.0,,,20.4,,,6.6,,,,,,,
2021,11,Swaziland,SWZ,Africa,1160164.0,,,,,,,,,,17,181,,,
2007,1,France,FRA,,,8.5,,,22.5,,,6.9,,,,,,,
2021,10,Swaziland,SWZ,Africa,1160164.0,,,,,,,,,,55,1413,,,
2007,2,France,FRA,,,8.5,,,22.4,,,6.9,,,,,,,
2007,3,France,FRA,,,8.4,,,22.1,,,6.8,,,,,,,
2021,12,Swaziland,SWZ,Africa,1160164.0,,,,,,,,,,4,1047,,,
2015,9,Norway,NOR,,,,,,,,,,,,,,90.9,89,93.1
2015,8,Norway,NOR,,,,,,,,,,,,,,90.9,89,93.1
2015,7,Norway,NOR,,,,,,,,,,,,,,90.9,89,93.1
2015,6,Norway,NOR,,,,,,,,,,,,,,90.9,89,93.1
2015,5,Norway,NOR,,,,,,,,,,,,,,90.9,89,93.1
2015,4,Norway,NOR,,,,,,,,,,,,,,90.9,89,93.1
2015,3,Norway,NOR,,,,,,,,,,,,,,90.9,89,93.1
2015,2,Norway,NOR,,,,,,,,,,,,,,90.9,89,93.1
2015,1,Norway,NOR,,,,,,,,,,,,,,90.9,89,93.1
2016,4,Poland,POL,,,,,,,,,,,,,,80.2,83.4,77.2
2013,10,Portugal,PRT,,,16.3,,,36.6,,,14.6,,,,,67.8,69.2,66.6
2016,5,Poland,POL,,,,,,,,,,,,,,80.2,83.4,77.2
2013,11,Portugal,PRT,,,16.1,,,35.4,,,14.5,,,,,67.8,69.2,66.6
2016,2,Poland,POL,,,,,,,,,,,,,,80.2,83.4,77.2
2013,12,Portugal,PRT,,,15.7,,,35.2,,,14.1,,,,,67.8,69.2,66.6
2016,3,Poland,POL,,,,,,,,,,,,,,80.2,83.4,77.2
2016,8,Poland,POL,,,,,,,,,,,,,,80.2,83.4,77.2
2016,9,Poland,POL,,,,,,,,,,,,,,80.2,83.4,77.2
2016,6,Poland,POL,,,,,,,,,,,,,,80.2,83.4,77.2
2016,7,Poland,POL,,,,,,,,,,,,,,80.2,83.4,77.2
2016,1,Poland,POL,,,,,,,,,,,,,,80.2,83.4,77.2
2008,12,Finland,FIN,,,6.7,,,16.3,,,5.4,,,,,,,
2008,10,Finland,FIN,,,6.3,,,18.0,,,4.6,,,,,,,
2008,11,Finland,FIN,,,6.7,,,16.9,,,5.1,,,,,,,
2015,3,Slovakia,SVK,,,12.0,,,26.6,,,10.8,,,,,75.2,79.5,70.8
2015,2,Slovakia,SVK,,,12.2,,,26.6,,,11.0,,,,,75.2,79.5,70.8
2015,5,Slovakia,SVK,,,11.5,,,26.7,,,10.3,,,,,75.2,79.5,70.8
2015,4,Slovakia,SVK,,,11.7,,,26.7,,,10.5,,,,,75.2,79.5,70.8
2021,11,South Africa,ZAF,Africa,5.930869E7,,,,,,,,,,1015,11811,,,
2021,12,South Africa,ZAF,Africa,5.930869E7,,,,,,,,,,634,107738,,,
2015,1,Slovakia,SVK,,,12.4,,,26.7,,,11.1,,,,,75.2,79.5,70.8
2021,10,South Africa,ZAF,Africa,5.930869E7,,,,,,,,,,3440,53950,,,
2019,11,Croatia,HRV,,,,,,,,,,,,,,75.8,75.5,75.9
2019,12,Croatia,HRV,,,,,,,,,,,,,,75.8,75.5,75.9
2019,10,Croatia,HRV,,,,,,,,,,,,,,75.8,75.5,75.9
2015,7,Slovakia,SVK,,,11.4,,,27.2,,,10.1,,,,,75.2,79.5,70.8
2015,6,Slovakia,SVK,,,11.5,,,27.2,,,10.2,,,,,75.2,79.5,70.8
2015,9,Slovakia,SVK,,,11.2,,,26.5,,,9.9,,,,,75.2,79.5,70.8
2015,8,Slovakia,SVK,,,11.3,,,27.0,,,10.0,,,,,75.2,79.5,70.8
2016,1,Greece,GRC,,,24.6,,,51.9,,,23.2,,,,,,,
2016,2,Greece,GRC,,,23.7,,,48.2,,,22.3,,,,,,,
2016,3,Greece,GRC,,,24.0,,,49.5,,,22.6,,,,,,,
2016,4,Greece,GRC,,,23.5,,,50.6,,,22.0,,,,,,,
2007,1,Latvia,LVA,,,6.8,,,12.1,,,6.0,,,,,,,
2021,12,Finland,FIN,Europe,5525292.0,,,,,,,,,,263,30835,,,
2021,11,Finland,FIN,Europe,5525292.0,6.8,6.9,6.7,16.1,14.0,18.5,5.7,6.1,5.2,149,16591,,,
2021,10,Finland,FIN,Europe,5525292.0,6.7,7.2,6.1,15.4,16.1,14.9,5.6,6.3,4.9,108,13808,,,
2020,10,Croatia,HRV,Europe,4058165.0,,,,,,,,,,100,5695,75.2,75.6,74.7
2007,8,Latvia,LVA,,,5.9,,,12.4,,,5.0,,,,,,,
2020,11,Croatia,HRV,Europe,4058165.0,,,,,,,,,,264,33836,75.2,75.6,74.7
2007,9,Latvia,LVA,,,5.7,,,11.1,,,4.9,,,,,,,
2020,12,Croatia,HRV,Europe,4058165.0,,,,,,,,,,1150,75117,75.2,75.6,74.7
2007,6,Latvia,LVA,,,6.0,,,11.3,,,5.2,,,,,,,
2007,7,Latvia,LVA,,,6.0,,,12.7,,,5.1,,,,,,,
2007,4,Latvia,LVA,,,6.3,,,10.5,,,5.6,,,,,,,
2007,5,Latvia,LVA,,,6.1,,,10.6,,,5.4,,,,,,,
2007,2,Latvia,LVA,,,6.8,,,11.5,,,6.1,,,,,,,
2007,3,Latvia,LVA,,,6.6,,,10.8,,,6.0,,,,,,,
2016,5,Greece,GRC,,,23.5,,,49.4,,,21.9,,,,,,,
2016,6,Greece,GRC,,,23.5,,,46.5,,,22.1,,,,,,,
2016,7,Greece,GRC,,,23.3,,,44.4,,,22.0,,,,,,,
2016,8,Greece,GRC,,,23.5,,,48.1,,,22.1,,,,,,,
2016,9,Greece,GRC,,,23.1,,,44.7,,,21.9,,,,,,,
2021,10,Fiji,FJI,Oceania,896444.0,,,,,,,,,,118,2513,,,
2021,11,Fiji,FJI,Oceania,896444.0,,,,,,,,,,22,799,,,
2021,12,Fiji,FJI,Oceania,896444.0,,,,,,,,,,22,264,,,
2022,1,Guam,GUM,Oceania,168783.0,,,,,,,,,,3,3892,,,
2018,10,Malta,MLT,,,,,,,,,,,,,,94.8,94.3,95.4
2017,8,Croatia,HRV,,,,,,,,,,,,,,65.9,69.2,63.2
2017,9,Croatia,HRV,,,,,,,,,,,,,,65.9,69.2,63.2
2009,10,Lithuania,LTU,,,15.9,,,32.9,,,14.2,,,,,73,71.4,74.5
2009,12,Lithuania,LTU,,,16.6,,,34.5,,,14.9,,,,,73,71.4,74.5
2010,2,Austria,AUT,,,5.3,,,10.8,,,4.4,,,,,88,88.7,87.2
2010,9,Estonia,EST,,,15.4,,,28.3,,,14.0,,,,,64.5,72.1,57.6
2009,11,Lithuania,LTU,,,16.3,,,33.6,,,14.7,,,,,73,71.4,74.5
2010,1,Austria,AUT,,,5.3,,,11.3,,,4.4,,,,,88,88.7,87.2
2010,4,Austria,AUT,,,5.5,,,10.1,,,4.8,,,,,88,88.7,87.2
2010,7,Estonia,EST,,,16.0,,,31.8,,,14.3,,,,,64.5,72.1,57.6
2015,6,Switzerland,CHE,,,,,,,,,,,,,,84.6,84,85.3
2010,3,Austria,AUT,,,5.5,,,11.0,,,4.6,,,,,88,88.7,87.2
2010,8,Estonia,EST,,,15.8,,,29.6,,,14.4,,,,,64.5,72.1,57.6
2017,1,Croatia,HRV,,,,,,,,,,,,,,65.9,69.2,63.2
2015,7,Switzerland,CHE,,,,,,,,,,,,,,84.6,84,85.3
2010,5,Estonia,EST,,,17.7,,,36.6,,,15.6,,,,,64.5,72.1,57.6
2010,6,Austria,AUT,,,5.3,,,10.7,,,4.5,,,,,88,88.7,87.2
2017,2,Croatia,HRV,,,,,,,,,,,,,,65.9,69.2,63.2
2015,8,Switzerland,CHE,,,,,,,,,,,,,,84.6,84,85.3
2010,5,Austria,AUT,,,5.3,,,10.2,,,4.5,,,,,88,88.7,87.2
2010,6,Estonia,EST,,,16.9,,,34.1,,,15.0,,,,,64.5,72.1,57.6
2017,3,Croatia,HRV,,,,,,,,,,,,,,65.9,69.2,63.2
2015,9,Switzerland,CHE,,,,,,,,,,,,,,84.6,84,85.3
2010,3,Estonia,EST,,,18.8,,,39.4,,,16.4,,,,,64.5,72.1,57.6
2010,8,Austria,AUT,,,5.2,,,11.4,,,4.2,,,,,88,88.7,87.2
2017,4,Croatia,HRV,,,,,,,,,,,,,,65.9,69.2,63.2
2010,4,Estonia,EST,,,18.6,,,37.1,,,16.5,,,,,64.5,72.1,57.6
2010,7,Austria,AUT,,,5.2,,,9.3,,,4.6,,,,,88,88.7,87.2
2017,5,Croatia,HRV,,,,,,,,,,,,,,65.9,69.2,63.2
2010,1,Estonia,EST,,,17.8,,,34.7,,,15.9,,,,,64.5,72.1,57.6
2017,6,Croatia,HRV,,,,,,,,,,,,,,65.9,69.2,63.2
2010,2,Estonia,EST,,,18.5,,,37.9,,,16.3,,,,,64.5,72.1,57.6
2010,9,Austria,AUT,,,5.1,,,10.3,,,4.3,,,,,88,88.7,87.2
2017,7,Croatia,HRV,,,,,,,,,,,,,,65.9,69.2,63.2
2016,12,Montenegro,MNE,,,,,,,,,,,,,,58.7,58.3,59.1
2016,11,Montenegro,MNE,,,,,,,,,,,,,,58.7,58.3,59.1
2015,1,Switzerland,CHE,,,,,,,,,,,,,,84.6,84,85.3
2016,10,Montenegro,MNE,,,,,,,,,,,,,,58.7,58.3,59.1
2015,2,Switzerland,CHE,,,,,,,,,,,,,,84.6,84,85.3
2018,11,Malta,MLT,,,,,,,,,,,,,,94.8,94.3,95.4
2015,3,Switzerland,CHE,,,,,,,,,,,,,,84.6,84,85.3
2018,12,Malta,MLT,,,,,,,,,,,,,,94.8,94.3,95.4
2015,4,Switzerland,CHE,,,,,,,,,,,,,,84.6,84,85.3
2015,5,Switzerland,CHE,,,,,,,,,,,,,,84.6,84,85.3
2010,12,Lithuania,LTU,,,17.4,,,34.9,,,15.8,,,,,73.7,69.8,76.9
2010,11,Lithuania,LTU,,,17.6,,,35.3,,,15.9,,,,,73.7,69.8,76.9
2010,10,Lithuania,LTU,,,17.9,,,35.8,,,16.2,,,,,73.7,69.8,76.9
2021,12,Belgium,BEL,Europe,1.152244E7,,,,,,,,,,1103,429809,,,
2012,10,Bulgaria,BGR,,,,,,,,,,,,,,67.3,67.2,67.3
2021,11,Belgium,BEL,Europe,1.152244E7,,,,,,,,,,501,175523,,,
2012,12,Bulgaria,BGR,,,,,,,,,,,,,,67.3,67.2,67.3
2012,11,Bulgaria,BGR,,,,,,,,,,,,,,67.3,67.2,67.3
2020,10,Liberia,LBR,Africa,5057677.0,,,,,,,,,,0,41,,,
2021,10,Maldives,MDV,Asia,540542.0,,,,,,,,,,7,2726,,,
2021,10,Belgium,BEL,Europe,1.152244E7,6.3,,,,,,5.1,,,211,56360,,,
2021,11,Maldives,MDV,Asia,540542.0,,,,,,,,,,11,3269,,,
2021,12,Maldives,MDV,Asia,540542.0,,,,,,,,,,10,3394,,,
2021,11,Kenya,KEN,Africa,5.37713E7,,,,,,,,,,131,2681,,,
2021,10,Kenya,KEN,Africa,5.37713E7,,,,,,,,,,275,7427,,,
2020,9,Dominican Republic,DOM,America,1.0847904E7,,,,,,,,,,536,19601,,,
2020,8,Dominican Republic,DOM,America,1.0847904E7,,,,,,,,,,412,35200,,,
2021,12,Kenya,KEN,Africa,5.37713E7,,,,,,,,,,23,1604,,,
2020,7,Dominican Republic,DOM,America,1.0847904E7,,,,,,,,,,305,21570,,,
2020,6,Dominican Republic,DOM,America,1.0847904E7,,,,,,,,,,164,10648,,,
2020,9,United States,USA,America,3.31002647E8,7.8,,,13.6,,,6.987481,,,26003,1231557,,,
2020,8,United States,USA,America,3.31002647E8,8.4,,,14.8,,,7.522341,,,27733,1739922,,,
2020,7,United States,USA,America,3.31002647E8,10.2,,,18.4,,,9.04685,,,19473,1210873,,,
2020,3,Finland,FIN,Europe,5525292.0,6.7,,,21.1,,,4.8,,,1,854,81.5,82.3,80.5
2020,6,United States,USA,America,3.31002647E8,11.1,,,20.5,,,9.771671,,,26170,607312,,,
2020,1,Dominican Republic,DOM,America,1.0847904E7,,,,,,,,,,0,0,,,
2014,2,Sweden,SWE,,,,,,,,,,,,,,85.0,84.9,85.0
2020,4,Finland,FIN,Europe,5525292.0,7.1,,,19.3,,,5.5,,,141,3159,81.5,82.3,80.5
2020,5,United States,USA,America,3.31002647E8,13.3,,,24.9,,,11.62305,,,48880,727070,,,
2014,3,Sweden,SWE,,,,,,,,,,,,,,85.0,84.9,85.0
2020,4,United States,USA,America,3.31002647E8,14.8,,,27.4,,,13.06921,,,40211,724481,,,
2020,5,Finland,FIN,Europe,5525292.0,8.6,,,24.8,,,6.6,,,149,2283,81.5,82.3,80.5
2020,3,United States,USA,America,3.31002647E8,4.4,,,10.2,,,3.584615,,,471,35171,,,
2020,6,Finland,FIN,Europe,5525292.0,7.6,,,21.8,,,5.8,,,30,481,81.5,82.3,80.5
2014,1,Sweden,SWE,,,,,,,,,,,,,,85.0,84.9,85.0
2020,2,United States,USA,America,3.31002647E8,3.5,,,7.8,,,2.841282,,,0,30,,,
2020,5,Dominican Republic,DOM,America,1.0847904E7,,,,,,,,,,202,7634,,,
2014,6,Sweden,SWE,,,,,,,,,,,,,,85.0,84.9,85.0
2020,1,United States,USA,America,3.31002647E8,3.5,,,8.3,,,2.819142,,,0,5,,,
2020,4,Dominican Republic,DOM,America,1.0847904E7,,,,,,,,,,223,4478,,,
2014,7,Sweden,SWE,,,,,,,,,,,,,,85.0,84.9,85.0
2020,1,Finland,FIN,Europe,5525292.0,6.9,,,19.1,,,5.1,,,0,0,81.5,82.3,80.5
2020,3,Dominican Republic,DOM,America,1.0847904E7,,,,,,,,,,3,202,,,
2014,4,Sweden,SWE,,,,,,,,,,,,,,85.0,84.9,85.0
2020,2,Finland,FIN,Europe,5525292.0,6.6,,,17.0,,,5.3,,,0,1,81.5,82.3,80.5
2020,2,Dominican Republic,DOM,America,1.0847904E7,,,,,,,,,,0,0,,,
2014,5,Sweden,SWE,,,,,,,,,,,,,,85.0,84.9,85.0
2014,8,Sweden,SWE,,,,,,,,,,,,,,85.0,84.9,85.0
2014,9,Sweden,SWE,,,,,,,,,,,,,,85.0,84.9,85.0
2020,7,Finland,FIN,Europe,5525292.0,8.3,,,23.0,,,6.3,,,7,166,81.5,82.3,80.5
2020,8,Finland,FIN,Europe,5525292.0,8.8,,,24.9,,,6.9,,,10,318,81.5,82.3,80.5
2020,9,Finland,FIN,Europe,5525292.0,8.2,,,18.8,,,6.9,,,4,704,81.5,82.3,80.5
2020,9,Uzbekistan,UZB,Asia,3.3469199E7,,,,,,,,,,154,12955,,,
2020,8,Uzbekistan,UZB,Asia,3.3469199E7,,,,,,,,,,135,17627,,,
2020,7,Uzbekistan,UZB,Asia,3.3469199E7,,,,,,,,,,42,8090,,,
2020,6,Uzbekistan,UZB,Asia,3.3469199E7,,,,,,,,,,7,2350,,,
2020,5,Uzbekistan,UZB,Asia,3.3469199E7,,,,,,,,,,7,1188,,,
2020,4,Uzbekistan,UZB,Asia,3.3469199E7,,,,,,,,,,5,1519,,,
2020,3,Uzbekistan,UZB,Asia,3.3469199E7,,,,,,,,,,0,46,,,
2020,2,Uzbekistan,UZB,Asia,3.3469199E7,,,,,,,,,,0,0,,,
2020,1,Uzbekistan,UZB,Asia,3.3469199E7,,,,,,,,,,0,0,,,
2016,3,United Kingdom,GBR,,,5.00705,,,13.54654,,,3.657394,,,,,84.4,87.5,81.6
2016,2,United Kingdom,GBR,,,5.071035,,,13.68778,,,3.695532,,,,,84.4,87.5,81.6
2016,1,United Kingdom,GBR,,,5.113179,,,13.76059,,,3.72983,,,,,84.4,87.5,81.6
2008,12,Belgium,BEL,,,6.9,,,17.8,,,5.8,,,,,,,
2016,7,United Kingdom,GBR,,,4.983163,,,13.81845,,,3.595385,,,,,84.4,87.5,81.6
2016,6,United Kingdom,GBR,,,4.89368,,,13.71345,,,3.506497,,,,,84.4,87.5,81.6
2016,5,United Kingdom,GBR,,,4.921363,,,13.58197,,,3.5544,,,,,84.4,87.5,81.6
2016,4,United Kingdom,GBR,,,4.938966,,,13.43193,,,3.597963,,,,,84.4,87.5,81.6
2008,10,Belgium,BEL,,,6.9,,,17.8,,,5.7,,,,,,,
2016,9,United Kingdom,GBR,,,4.828989,,,13.01323,,,3.558643,,,,,84.4,87.5,81.6
2008,11,Belgium,BEL,,,6.7,,,17.8,,,5.6,,,,,,,
2016,8,United Kingdom,GBR,,,4.838883,,,13.25163,,,3.528995,,,,,84.4,87.5,81.6
2005,7,Lithuania,LTU,,,,,,14.6,,,7.5,,,,,,,
2005,6,Lithuania,LTU,,,,,,16.3,,,8.0,,,,,,,
2020,10,Gabon,GAB,Africa,2225728.0,,,,,,,,,,1,196,,,
2020,9,Northern Mariana Islands,MNP,Oceania,57557.0,,,,,,,,,,0,10,,,
2005,9,Lithuania,LTU,,,7.4,,,13.2,,,6.9,,,,,,,
2020,11,Liberia,LBR,Africa,5057677.0,,,,,,,,,,0,78,,,
2020,8,Northern Mariana Islands,MNP,Oceania,57557.0,,,,,,,,,,0,15,,,
2005,8,Lithuania,LTU,,,,,,13.5,,,7.2,,,,,,,
2020,12,Liberia,LBR,Africa,5057677.0,,,,,,,,,,1,169,,,
2020,7,Northern Mariana Islands,MNP,Oceania,57557.0,,,,,,,,,,0,3,,,
2005,3,Lithuania,LTU,,,,,,18.2,,,8.6,,,,,,,
2020,6,Northern Mariana Islands,MNP,Oceania,57557.0,,,,,,,,,,0,9,,,
2020,5,Northern Mariana Islands,MNP,Oceania,57557.0,,,,,,,,,,0,7,,,
2005,5,Lithuania,LTU,,,,,,17.5,,,8.3,,,,,,,
2020,11,Gabon,GAB,Africa,2225728.0,,,,,,,,,,1,171,,,
2020,4,Northern Mariana Islands,MNP,Oceania,57557.0,,,,,,,,,,2,14,,,
2005,4,Lithuania,LTU,,,,,,18.1,,,8.5,,,,,,,
2020,12,Gabon,GAB,Africa,2225728.0,,,,,,,,,,4,223,,,
2020,3,Northern Mariana Islands,MNP,Oceania,57557.0,,,,,,,,,,0,0,,,
2020,7,Belgium,BEL,Europe,1.152244E7,6.0,,,17.0,,,5.2,,,115,2616,82.9,84.1,81.6
2020,8,Belgium,BEL,Europe,1.152244E7,6.4,,,17.0,,,5.5,,,86,11973,82.9,84.1,81.6
2020,5,Belgium,BEL,Europe,1.152244E7,5.0,,,15.7,,,4.2,,,2727,13920,82.9,84.1,81.6
2020,6,Belgium,BEL,Europe,1.152244E7,5.4,,,15.7,,,4.5,,,558,4172,82.9,84.1,81.6
2020,9,Belgium,BEL,Europe,1.152244E7,6.3,,,17.0,,,5.5,,,157,13980,82.9,84.1,81.6
2020,3,Belgium,BEL,Europe,1.152244E7,4.9,,,12.3,,,4.3,,,195,7351,82.9,84.1,81.6
2020,4,Belgium,BEL,Europe,1.152244E7,4.9,,,15.7,,,4.2,,,6009,36962,82.9,84.1,81.6
2020,1,Belgium,BEL,Europe,1.152244E7,5.1,,,12.3,,,4.5,,,0,0,82.9,84.1,81.6
2020,2,Belgium,BEL,Europe,1.152244E7,5.0,,,12.3,,,4.4,,,0,2,82.9,84.1,81.6
2020,12,Northern Mariana Islands,MNP,Oceania,57557.0,,,,,,,,,,0,10,,,
2020,11,Bahrain,BHR,Asia,1701583.0,,,,,,,,,,61,9261,,,
2020,11,Northern Mariana Islands,MNP,Oceania,57557.0,,,,,,,,,,0,23,,,
2020,10,Tajikistan,TJK,Asia,9537642.0,,,,,,,,,,8,1143,,,
2020,12,Bahrain,BHR,Asia,1701583.0,,,,,,,,,,20,4864,,,
2020,10,Northern Mariana Islands,MNP,Oceania,57557.0,,,,,,,,,,0,15,,,
2020,11,Tajikistan,TJK,Asia,9537642.0,,,,,,,,,,4,1119,,,
2020,12,Tajikistan,TJK,Asia,9537642.0,,,,,,,,,,4,1101,,,
2019,4,Lithuania,LTU,,,6.0,,,10.0,,,5.7,,,,,80.1,80.1,80.1
2019,3,Lithuania,LTU,,,6.1,,,10.5,,,5.8,,,,,80.1,80.1,80.1
2019,6,Lithuania,LTU,,,6.2,,,10.4,,,5.9,,,,,80.1,80.1,80.1
2019,5,Lithuania,LTU,,,6.1,,,10.1,,,5.8,,,,,80.1,80.1,80.1
2019,2,Lithuania,LTU,,,6.1,,,10.9,,,5.7,,,,,80.1,80.1,80.1
2019,1,Lithuania,LTU,,,6.0,,,11.3,,,5.6,,,,,80.1,80.1,80.1
2009,4,Germany,DEU,,,7.7,,,11.2,,,7.2,,,,,85.3,85.7,84.9
2009,3,Germany,DEU,,,7.6,,,11.1,,,7.1,,,,,85.3,85.7,84.9
2009,2,Germany,DEU,,,7.5,,,10.9,,,7.0,,,,,85.3,85.7,84.9
2009,1,Germany,DEU,,,7.3,,,10.7,,,6.9,,,,,85.3,85.7,84.9
2019,8,Lithuania,LTU,,,6.5,,,11.8,,,6.0,,,,,80.1,80.1,80.1
2019,7,Lithuania,LTU,,,6.4,,,11.0,,,6.0,,,,,80.1,80.1,80.1
2019,9,Lithuania,LTU,,,6.5,,,12.4,,,6.0,,,,,80.1,80.1,80.1
2021,11,Peru,PER,America,3.2971846E7,,,,,,,,,,766,23214,,,
2009,9,Germany,DEU,,,7.8,,,11.4,,,7.3,,,,,85.3,85.7,84.9
2020,10,Bahrain,BHR,Asia,1701583.0,,,,,,,,,,62,17891,,,
2021,12,Peru,PER,America,3.2971846E7,,,,,,,,,,952,37256,,,
2009,8,Germany,DEU,,,7.8,,,11.5,,,7.4,,,,,85.3,85.7,84.9
2016,11,France,FRA,,,10.1,,,25.3,,,8.5,,,,,72.6,72.3,73
2009,7,Germany,DEU,,,7.9,,,11.5,,,7.4,,,,,85.3,85.7,84.9
2016,12,France,FRA,,,10.0,,,24.9,,,8.4,,,,,72.6,72.3,73
2021,10,Faroe Islands,FRO,Europe,48865.0,,,,,,,,,,0,256,,,
2009,6,Germany,DEU,,,7.8,,,11.5,,,7.4,,,,,85.3,85.7,84.9
2021,11,Faroe Islands,FRO,Europe,48865.0,,,,,,,,,,4,1374,,,
2009,5,Germany,DEU,,,7.8,,,11.4,,,7.3,,,,,85.3,85.7,84.9
2016,10,France,FRA,,,10.0,,,25.7,,,8.4,,,,,72.6,72.3,73
2021,12,Faroe Islands,FRO,Europe,48865.0,,,,,,,,,,7,1290,,,
2015,7,Ireland,IRL,,,9.6,,,19.1,,,8.3,,,,,77.9,77.7,78.2
2015,8,Ireland,IRL,,,9.5,,,19.2,,,8.2,,,,,77.9,77.7,78.2
2015,5,Ireland,IRL,,,10.0,,,19.7,,,8.7,,,,,77.9,77.7,78.2
2015,6,Ireland,IRL,,,9.8,,,19.2,,,8.6,,,,,77.9,77.7,78.2
2015,3,Ireland,IRL,,,10.5,,,21.9,,,8.9,,,,,77.9,77.7,78.2
2015,4,Ireland,IRL,,,10.3,,,20.6,,,8.9,,,,,77.9,77.7,78.2
2015,1,Ireland,IRL,,,10.7,,,22.3,,,9.1,,,,,77.9,77.7,78.2
